test_accuracy,overall_accuracy,test_f1,overall_f1,test_precision,test_recall,overall_precision,overall_recall,period_param,lag,min
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.59,0.66,0.29,0.42,0.51,0.2,0.79,0.28,16.0,24.0,15.0
0.6,0.69,0.34,0.51,0.53,0.25,0.81,0.37,24.0,0.0,15.0
0.59,0.69,0.37,0.53,0.51,0.29,0.77,0.41,48.0,0.0,15.0
0.59,0.69,0.32,0.5,0.51,0.24,0.83,0.36,96.0,8.0,15.0
0.59,0.68,0.32,0.5,0.52,0.23,0.79,0.36,96.0,24.0,15.0
