test_accuracy,overall_accuracy,test_f1,overall_f1,test_precision,test_recall,overall_precision,overall_recall,period_param,lag,min
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.62,0.76,0.39,0.69,0.53,0.31,0.84,0.58,24.0,32.0,5.0
0.61,0.73,0.21,0.61,0.51,0.13,0.9,0.46,48.0,16.0,5.0
0.61,0.75,0.3,0.67,0.51,0.22,0.84,0.56,48.0,32.0,5.0
0.61,0.63,0.09,0.32,0.54,0.05,0.91,0.19,72.0,16.0,5.0
