test_accuracy,overall_accuracy,test_f1,overall_f1,test_precision,test_recall,overall_precision,overall_recall,period_param,lag,min
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.63,0.62,0.07,0.26,0.67,0.04,0.95,0.15,32.0,16.0,5.0
0.62,0.74,0.19,0.6,0.52,0.11,0.93,0.44,48.0,8.0,5.0
0.63,0.64,0.11,0.34,0.61,0.06,0.94,0.21,48.0,24.0,5.0
0.62,0.7,0.14,0.51,0.51,0.08,0.91,0.36,72.0,24.0,5.0
