test_accuracy,overall_accuracy,test_f1,overall_f1,test_precision,test_recall,overall_precision,overall_recall,period_param,lag,min
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.61,0.65,0.04,0.37,0.6,0.02,0.97,0.23,48.0,32.0,5.0
0.61,0.73,0.17,0.58,0.51,0.11,0.94,0.42,72.0,16.0,5.0
